date,PRCP,SNOW,TMAX
2021-12-02T00:00:00,0.04,0,58
2021-12-03T00:00:00,0,0,48
2021-12-04T00:00:00,0,0,48
2021-12-05T00:00:00,0,0,49
2021-12-06T00:00:00,0.42,0,61
2021-12-07T00:00:00,0,0,43
2021-12-08T00:00:00,0.04,0,42
2021-12-09T00:00:00,0,0,39
2021-12-10T00:00:00,0,0,50
2021-12-11T00:00:00,0.17,0,66
2021-12-12T00:00:00,0,0,56
2021-12-13T00:00:00,0,0,53
2021-12-14T00:00:00,0,0,53
2021-12-15T00:00:00,0,0,57
2021-12-16T00:00:00,0,0,62
2021-12-17T00:00:00,0,0,60
2021-12-18T00:00:00,0.06,0,48
2021-12-19T00:00:00,0.02,0,45
2021-12-20T00:00:00,0,0,37
2021-12-21T00:00:00,0,0,43
2021-12-22T00:00:00,0.12,0,47
2021-12-23T00:00:00,0,0,36
2021-12-24T00:00:00,0.03,0.2,40
2021-12-25T00:00:00,0.16,0,52
2021-12-26T00:00:00,0,0,51
2021-12-27T00:00:00,0.09,0,39
2021-12-28T00:00:00,0.05,0,47
2021-12-29T00:00:00,0.14,0,44
2021-12-30T00:00:00,0.05,0,49
2021-12-31T00:00:00,0,0,55
2022-01-01T00:00:00,0.79,0,56
2022-01-02T00:00:00,0.04,0,59
2022-01-03T00:00:00,0,0,37
2022-01-04T00:00:00,0,0,34
2022-01-05T00:00:00,0.23,0,47
2022-01-06T00:00:00,0,0,41
2022-01-07T00:00:00,0.38,5.8,34
2022-01-08T00:00:00,0,0,30
2022-01-09T00:00:00,0.1,0,40
2022-01-10T00:00:00,0,0,40
2022-01-11T00:00:00,0,0,24
2022-01-12T00:00:00,0,0,40
2022-01-13T00:00:00,0,0,48
2022-01-14T00:00:00,0,0,43
2022-01-15T00:00:00,0,0,21
2022-01-16T00:00:00,0.37,0.8,37
2022-01-17T00:00:00,1.16,0,44
2022-01-18T00:00:00,0,0,36
2022-01-19T00:00:00,0,0,49
2022-01-20T00:00:00,0.3,0,46
2022-01-21T00:00:00,0,0,22
2022-01-22T00:00:00,0,0,29
2022-01-23T00:00:00,0.02,0.2,37
2022-01-24T00:00:00,0,0,36
2022-01-25T00:00:00,0,0,42
2022-01-26T00:00:00,0,0,28
2022-01-27T00:00:00,0,0,32
2022-01-28T00:00:00,0.13,1.2,32
2022-01-29T00:00:00,0.77,7.3,29
2022-01-30T00:00:00,0,0,26
2022-01-31T00:00:00,0,0,31
2022-02-01T00:00:00,0,0,36
2022-02-02T00:00:00,0,0,47
2022-02-03T00:00:00,0.42,0,52
2022-02-04T00:00:00,0.72,0,57
2022-02-05T00:00:00,0,0,27
2022-02-06T00:00:00,0,0,30
2022-02-07T00:00:00,0.15,0,37
2022-02-08T00:00:00,0.07,0,45
2022-02-09T00:00:00,0,0,46
2022-02-10T00:00:00,0,0,54
2022-02-11T00:00:00,0,0,57
2022-02-12T00:00:00,0,0,59
2022-02-13T00:00:00,0.23,1.6,42
2022-02-14T00:00:00,0,0,25
2022-02-15T00:00:00,0,0,30
2022-02-16T00:00:00,0,0,49
2022-02-17T00:00:00,0.31,0,68
2022-02-18T00:00:00,0.33,0,63
2022-02-19T00:00:00,0,0,40
2022-02-20T00:00:00,0,0,36
2022-02-21T00:00:00,0,0,55
2022-02-22T00:00:00,0.26,0,61
2022-02-23T00:00:00,0,0,68
2022-02-24T00:00:00,0,0,35
2022-02-25T00:00:00,0.74,0.4,41
2022-02-26T00:00:00,0,0,37
2022-02-27T00:00:00,0,0,48
2022-02-28T00:00:00,0,0,36
2022-03-01T00:00:00,0,0,48
2022-03-02T00:00:00,0,0,52
2022-03-03T00:00:00,0.03,0,48
2022-03-04T00:00:00,0,0,37
2022-03-05T00:00:00,0,0,46
2022-03-06T00:00:00,0.06,0,68
2022-03-07T00:00:00,0.03,0,74
2022-03-08T00:00:00,0,0,50
2022-03-09T00:00:00,0.56,0.4,41
2022-03-10T00:00:00,0,0,51
2022-03-11T00:00:00,0,0,55
2022-03-12T00:00:00,0.5,0,48
2022-03-13T00:00:00,0,0,35
2022-03-14T00:00:00,0,0,56
2022-03-15T00:00:00,0,0,68
2022-03-16T00:00:00,0,0,67
2022-03-17T00:00:00,0.08,0,53
2022-03-18T00:00:00,0,0,74
2022-03-19T00:00:00,0.05,0,70
2022-03-20T00:00:00,0,0,61
2022-03-21T00:00:00,0,0,62
2022-03-22T00:00:00,0,0,58
2022-03-23T00:00:00,0.06,0,49
2022-03-24T00:00:00,0.93,0,47
2022-03-25T00:00:00,0.02,0,60
2022-03-26T00:00:00,0,0,53
2022-03-27T00:00:00,0,0,46
2022-03-28T00:00:00,0,0,33
2022-03-29T00:00:00,0,0,38
2022-03-30T00:00:00,0,0,47
2022-03-31T00:00:00,0.07,0,66
2022-04-01T00:00:00,0.28,0,61
2022-04-02T00:00:00,0,0,54
2022-04-03T00:00:00,0.12,0,48
2022-04-04T00:00:00,0,0,54
2022-04-05T00:00:00,0.04,0,57
2022-04-06T00:00:00,0.45,0,53
2022-04-07T00:00:00,1.12,0,54
2022-04-08T00:00:00,0.03,0,65
2022-04-09T00:00:00,0.05,0,55
2022-04-10T00:00:00,0,0,50
2022-04-11T00:00:00,0,0,61
2022-04-12T00:00:00,0.07,0,72
2022-04-13T00:00:00,0,0,71
2022-04-14T00:00:00,0.06,0,79
2022-04-15T00:00:00,0,0,70
2022-04-16T00:00:00,0.2,0,73
2022-04-17T00:00:00,0,0,51
2022-04-18T00:00:00,0.85,0,54
2022-04-19T00:00:00,1.24,0,50
2022-04-20T00:00:00,0,0,60
2022-04-21T00:00:00,0,0,59
2022-04-22T00:00:00,0,0,70
2022-04-23T00:00:00,0,0,65
2022-04-24T00:00:00,0,0,63
2022-04-25T00:00:00,0,0,58
2022-04-26T00:00:00,0.02,0,60
2022-04-27T00:00:00,0,0,58
2022-04-28T00:00:00,0,0,58
2022-04-29T00:00:00,0,0,63
2022-04-30T00:00:00,0,0,68
2022-05-01T00:00:00,0,0,69
2022-05-02T00:00:00,0.23,0,56
2022-05-03T00:00:00,0,0,62
2022-05-04T00:00:00,0.08,0,65
2022-05-05T00:00:00,0,0,74
2022-05-06T00:00:00,0.69,0,61
2022-05-07T00:00:00,0.92,0,50
2022-05-08T00:00:00,0,0,58
2022-05-09T00:00:00,0,0,70
2022-05-10T00:00:00,0,0,73
2022-05-11T00:00:00,0,0,75
2022-05-12T00:00:00,0,0,75
2022-05-13T00:00:00,0.03,0,72
2022-05-14T00:00:00,0.22,0,72
2022-05-15T00:00:00,0.1,0,76
2022-05-16T00:00:00,0.12,0,75
2022-05-17T00:00:00,0,0,77
2022-05-18T00:00:00,0.01,0,72
2022-05-19T00:00:00,0.73,0,66
2022-05-20T00:00:00,0.4,0,69
2022-05-21T00:00:00,0,0,90
2022-05-22T00:00:00,0,0,89
2022-05-23T00:00:00,0,0,73
2022-05-24T00:00:00,0,0,67
2022-05-25T00:00:00,0,0,70
2022-05-26T00:00:00,0,0,70
2022-05-27T00:00:00,0.27,0,80
2022-05-28T00:00:00,0.72,0,74
2022-05-29T00:00:00,0,0,77
2022-05-30T00:00:00,0,0,84
2022-05-31T00:00:00,0,0,93
2022-06-01T00:00:00,0.71,0,72
2022-06-02T00:00:00,0.45,0,79
2022-06-03T00:00:00,0,0,76
2022-06-04T00:00:00,0,0,80
2022-06-05T00:00:00,0,0,77
2022-06-06T00:00:00,0,0,80
2022-06-07T00:00:00,0.08,0,78
2022-06-08T00:00:00,0.03,0,82
2022-06-09T00:00:00,0.83,0,81
2022-06-10T00:00:00,0,0,77
2022-06-11T00:00:00,0,0,74
2022-06-12T00:00:00,0.05,0,72
2022-06-13T00:00:00,0,0,85
2022-06-14T00:00:00,0,0,81
2022-06-15T00:00:00,0,0,83
2022-06-16T00:00:00,0.32,0,71
2022-06-17T00:00:00,0,0,88
2022-06-18T00:00:00,0,0,75
2022-06-19T00:00:00,0,0,73
2022-06-20T00:00:00,0,0,78
2022-06-21T00:00:00,0.06,0,80
2022-06-22T00:00:00,0.02,0,67
2022-06-23T00:00:00,0.08,0,74
2022-06-24T00:00:00,0,0,81
2022-06-25T00:00:00,0,0,90
2022-06-26T00:00:00,0,0,89
2022-06-27T00:00:00,0.29,0,77
2022-06-28T00:00:00,0,0,79
2022-06-29T00:00:00,0,0,84
2022-06-30T00:00:00,0,0,86
2022-07-01T00:00:00,0,0,91
2022-07-02T00:00:00,0,0,87
2022-07-03T00:00:00,0,0,88
2022-07-04T00:00:00,0,0,85
2022-07-05T00:00:00,0.09,0,87
2022-07-06T00:00:00,0,0,85
2022-07-07T00:00:00,0,0,84
2022-07-08T00:00:00,0.24,0,83
2022-07-09T00:00:00,0,0,85
2022-07-10T00:00:00,0,0,83
2022-07-11T00:00:00,0,0,85
2022-07-12T00:00:00,0,0,90
2022-07-13T00:00:00,0,0,91
2022-07-14T00:00:00,0,0,90
2022-07-15T00:00:00,0,0,86
2022-07-16T00:00:00,1.11,0,85
2022-07-17T00:00:00,0,0,83
2022-07-18T00:00:00,1.85,0,81
2022-07-19T00:00:00,0,0,90
2022-07-20T00:00:00,0,0,95
2022-07-21T00:00:00,0.16,0,92
2022-07-22T00:00:00,0,0,94
2022-07-23T00:00:00,0,0,95
2022-07-24T00:00:00,0,0,95
2022-07-25T00:00:00,0.98,0,86
2022-07-26T00:00:00,0,0,81
2022-07-27T00:00:00,0,0,85
2022-07-28T00:00:00,0.02,0,87
2022-07-29T00:00:00,0.1,0,85
2022-07-30T00:00:00,0,0,87
2022-07-31T00:00:00,0,0,86
2022-08-01T00:00:00,0.48,0,77
2022-08-02T00:00:00,0,0,90
2022-08-03T00:00:00,0,0,89
2022-08-04T00:00:00,0,0,93
2022-08-05T00:00:00,0,0,89
2022-08-06T00:00:00,0,0,92
2022-08-07T00:00:00,0.16,0,92
2022-08-08T00:00:00,0,0,93
2022-08-09T00:00:00,0.03,0,97
2022-08-10T00:00:00,0,0,87
2022-08-11T00:00:00,0.11,0,89
2022-08-12T00:00:00,0,0,85
2022-08-13T00:00:00,0,0,79
2022-08-14T00:00:00,0,0,82
2022-08-15T00:00:00,0,0,83
2022-08-16T00:00:00,0,0,83
2022-08-17T00:00:00,0.34,0,81
2022-08-18T00:00:00,0,0,87
2022-08-19T00:00:00,0,0,90
2022-08-20T00:00:00,0,0,90
2022-08-21T00:00:00,0,0,82
2022-08-22T00:00:00,0.23,0,79
2022-08-23T00:00:00,0,0,86
2022-08-24T00:00:00,0,0,90
2022-08-25T00:00:00,0,0,91
2022-08-26T00:00:00,0.24,0,87
2022-08-27T00:00:00,0,0,90
2022-08-28T00:00:00,0,0,82
2022-08-29T00:00:00,0,0,85
2022-08-30T00:00:00,0.12,0,89
2022-08-31T00:00:00,0,0,85
2022-09-01T00:00:00,0,0,86
2022-09-02T00:00:00,0,0,79
2022-09-03T00:00:00,0,0,82
2022-09-04T00:00:00,0,0,90
2022-09-05T00:00:00,0.06,0,88
2022-09-06T00:00:00,0.78,0,74
2022-09-07T00:00:00,0,0,72
2022-09-08T00:00:00,0,0,78
2022-09-09T00:00:00,0,0,80
2022-09-10T00:00:00,0,0,86
2022-09-11T00:00:00,0.32,0,76
2022-09-12T00:00:00,0.81,0,81
2022-09-13T00:00:00,0.41,0,82
2022-09-14T00:00:00,0,0,80
2022-09-15T00:00:00,0,0,74
2022-09-16T00:00:00,0,0,75
2022-09-17T00:00:00,0,0,76
2022-09-18T00:00:00,0,0,83
2022-09-19T00:00:00,0.14,0,85
2022-09-20T00:00:00,0,0,79
2022-09-21T00:00:00,0,0,80
2022-09-22T00:00:00,0.47,0,75
2022-09-23T00:00:00,0,0,63
2022-09-24T00:00:00,0,0,69
2022-09-25T00:00:00,1.11,0,72
2022-09-26T00:00:00,0,0,74
2022-09-27T00:00:00,0,0,70
2022-09-28T00:00:00,0,0,69
2022-09-29T00:00:00,0,0,66
2022-09-30T00:00:00,0,0,62
2022-10-01T00:00:00,0.59,0,61
2022-10-02T00:00:00,0,0,60
2022-10-03T00:00:00,0.47,0,53
2022-10-04T00:00:00,1.85,0,55
2022-10-05T00:00:00,0.37,0,59
2022-10-06T00:00:00,0,0,74
2022-10-07T00:00:00,0,0,76
2022-10-08T00:00:00,0.03,0,58
2022-10-09T00:00:00,0,0,61
2022-10-10T00:00:00,0,0,67
2022-10-11T00:00:00,0,0,70
2022-10-12T00:00:00,0,0,70
2022-10-13T00:00:00,0.8,0,69
2022-10-14T00:00:00,0.19,0,67
2022-10-15T00:00:00,0,0,68
2022-10-16T00:00:00,0,0,64
2022-10-17T00:00:00,0.14,0,66
2022-10-18T00:00:00,0,0,56
2022-10-19T00:00:00,0,0,54
2022-10-20T00:00:00,0,0,58
2022-10-21T00:00:00,0,0,62
2022-10-22T00:00:00,0,0,66
2022-10-23T00:00:00,0.02,0,61
2022-10-24T00:00:00,0.52,0,61
2022-10-25T00:00:00,0,0,70
2022-10-26T00:00:00,0,0,72
2022-10-27T00:00:00,0,0,65
2022-10-28T00:00:00,0,0,56
2022-10-29T00:00:00,0,0,58
2022-10-30T00:00:00,0,0,63
2022-10-31T00:00:00,0.1,0,65
2022-11-01T00:00:00,0.08,0,67
2022-11-02T00:00:00,0,0,70
2022-11-03T00:00:00,0,0,67
2022-11-04T00:00:00,0,0,70
2022-11-05T00:00:00,0,0,76
2022-11-06T00:00:00,0,0,75
2022-11-07T00:00:00,0,0,77
2022-11-08T00:00:00,0,0,58
2022-11-09T00:00:00,0,0,53
2022-11-10T00:00:00,0,0,66
2022-11-11T00:00:00,0.89,0,68
2022-11-12T00:00:00,0.08,0,69
2022-11-13T00:00:00,0.04,0,61
2022-11-14T00:00:00,0,0,45
2022-11-15T00:00:00,0.56,0,46
2022-11-16T00:00:00,0.28,0,50
2022-11-17T00:00:00,0,0,46
2022-11-18T00:00:00,0,0,44
2022-11-19T00:00:00,0,0,40
2022-11-20T00:00:00,0,0,40
2022-11-21T00:00:00,0,0,41
2022-11-22T00:00:00,0,0,51
2022-11-23T00:00:00,0,0,55
2022-11-24T00:00:00,0,0,54
2022-11-25T00:00:00,0.02,0,55
2022-11-26T00:00:00,0,0,57
2022-11-27T00:00:00,0.7,0,60
2022-11-28T00:00:00,0,0,54
2022-11-29T00:00:00,0,0,44
2022-11-30T00:00:00,0.5,0,58
2022-12-01T00:00:00,0,0,43
2022-12-02T00:00:00,0,0,47
2022-12-03T00:00:00,0.49,0,58
2022-12-04T00:00:00,0,0,45
2022-12-05T00:00:00,0,0,48
2022-12-06T00:00:00,1.05,0,58
2022-12-07T00:00:00,0.26,0,59
2022-12-08T00:00:00,0,0,55
2022-12-09T00:00:00,0,0,45
2022-12-10T00:00:00,0,0,39
2022-12-11T00:00:00,0.32,0,40
2022-12-12T00:00:00,0.01,0,38
2022-12-13T00:00:00,0,0,40
2022-12-14T00:00:00,0,0,39
2022-12-15T00:00:00,0.51,0,42
2022-12-16T00:00:00,0.85,0,44
2022-12-17T00:00:00,0,0,44
2022-12-18T00:00:00,0,0,40
2022-12-19T00:00:00,0,0,39
2022-12-20T00:00:00,0,0,39
2022-12-21T00:00:00,0,0,40
2022-12-22T00:00:00,0.23,0,47
2022-12-23T00:00:00,1.83,0,58
2022-12-24T00:00:00,0,0,15
2022-12-25T00:00:00,0,0,28
2022-12-26T00:00:00,0,0,29
2022-12-27T00:00:00,0,0,35
2022-12-28T00:00:00,0,0,47
2022-12-29T00:00:00,0,0,51
2022-12-30T00:00:00,0,0,62
2022-12-31T00:00:00,0.28,0,55
2023-01-01T00:00:00,0,0,55
2023-01-02T00:00:00,0.02,0,56
2023-01-03T00:00:00,0.42,0,58
2023-01-04T00:00:00,0.02,0,66
2023-01-05T00:00:00,0.01,0,50
2023-01-06T00:00:00,0.27,0,49
2023-01-07T00:00:00,0,0,45
2023-01-08T00:00:00,0,0,41
2023-01-09T00:00:00,0.01,0,44
2023-01-10T00:00:00,0,0,41
2023-01-11T00:00:00,0,0,39
2023-01-12T00:00:00,0.3,0,55
2023-01-13T00:00:00,0.09,0,57
2023-01-14T00:00:00,0,0,38
2023-01-15T00:00:00,0,0,41
2023-01-16T00:00:00,0,0,48
2023-01-17T00:00:00,0,0,47
2023-01-18T00:00:00,0.05,0,53
2023-01-19T00:00:00,0.87,0,44
2023-01-20T00:00:00,0,0,49
2023-01-21T00:00:00,0,0,42
2023-01-22T00:00:00,0.51,0,42
2023-01-23T00:00:00,0.41,0,39
2023-01-24T00:00:00,0,0,46
2023-01-25T00:00:00,0.9,0,54
2023-01-26T00:00:00,0.44,0,57
2023-01-27T00:00:00,0,0,44
2023-01-28T00:00:00,0,0,52
2023-01-29T00:00:00,0,0,53
2023-01-30T00:00:00,0,0,55
2023-01-31T00:00:00,0.06,0,50
2023-02-01T00:00:00,0.02,0.4,38
2023-02-02T00:00:00,0,0,40
2023-02-03T00:00:00,0,0,35
2023-02-04T00:00:00,0,0,27
2023-02-05T00:00:00,0,0,49
2023-02-06T00:00:00,0,0,52
2023-02-07T00:00:00,0.02,0,43
2023-02-08T00:00:00,0,0,53
2023-02-09T00:00:00,0,0,55
2023-02-10T00:00:00,0,0,61
2023-02-11T00:00:00,0,0,46
2023-02-12T00:00:00,0.01,0,48
2023-02-13T00:00:00,0,0,57
2023-02-14T00:00:00,0,0,54
2023-02-15T00:00:00,0,0,67
2023-02-16T00:00:00,0.07,0,70
2023-02-17T00:00:00,0.18,0,61
2023-02-18T00:00:00,0,0,43
2023-02-19T00:00:00,0,0,50
2023-02-20T00:00:00,0,0,61
2023-02-21T00:00:00,0.27,0,50
2023-02-22T00:00:00,0.14,0,44
2023-02-23T00:00:00,0.02,0,44
2023-02-24T00:00:00,0,0,45
2023-02-25T00:00:00,0,0,33
2023-02-26T00:00:00,0,0,50
2023-02-27T00:00:00,0.21,0.9,46
2023-02-28T00:00:00,0.34,0.9,38
2023-03-01T00:00:00,0,0,44
2023-03-02T00:00:00,0,0,54
2023-03-03T00:00:00,0.15,0,47
2023-03-04T00:00:00,0.99,0,45
2023-03-05T00:00:00,0,0,53
2023-03-06T00:00:00,0,0,52
2023-03-07T00:00:00,0.06,0.1,47
2023-03-08T00:00:00,0,0,48
2023-03-09T00:00:00,0,0,51
2023-03-10T00:00:00,0.36,0,46
2023-03-11T00:00:00,0.4,0,45
2023-03-12T00:00:00,0,0,48
2023-03-13T00:00:00,0.67,0,45
2023-03-14T00:00:00,0.13,0,38
2023-03-15T00:00:00,0,0,45
2023-03-16T00:00:00,0,0,59
2023-03-17T00:00:00,0,0,60
2023-03-18T00:00:00,0.02,0,56
2023-03-19T00:00:00,0,0,40
2023-03-20T00:00:00,0,0,51
2023-03-21T00:00:00,0,0,63
2023-03-22T00:00:00,0,0,62
2023-03-23T00:00:00,0.09,0,60
2023-03-24T00:00:00,0,0,55
2023-03-25T00:00:00,0.15,0,47
2023-03-26T00:00:00,0,0,63
2023-03-27T00:00:00,0.29,0,62
2023-03-28T00:00:00,0,0,52
2023-03-29T00:00:00,0,0,55
2023-03-30T00:00:00,0.01,0,46
2023-03-31T00:00:00,0,0,57
2023-04-01T00:00:00,0.38,0,72
2023-04-02T00:00:00,0,0,51
2023-04-03T00:00:00,0,0,59
2023-04-04T00:00:00,0,0,73
2023-04-05T00:00:00,0,0,57
2023-04-06T00:00:00,0,0,80
2023-04-07T00:00:00,0,0,60
2023-04-08T00:00:00,0,0,54
2023-04-09T00:00:00,0,0,57
2023-04-10T00:00:00,0,0,68
2023-04-11T00:00:00,0,0,75
2023-04-12T00:00:00,0,0,84
2023-04-13T00:00:00,0,0,90
2023-04-14T00:00:00,0,0,91
2023-04-15T00:00:00,0.02,0,75
2023-04-16T00:00:00,0,0,71
2023-04-17T00:00:00,0,0,68
2023-04-18T00:00:00,0,0,57
2023-04-19T00:00:00,0,0,64
2023-04-20T00:00:00,0,0,66
2023-04-21T00:00:00,0,0,71
2023-04-22T00:00:00,0.68,0,67
2023-04-23T00:00:00,1.51,0,69
2023-04-24T00:00:00,0,0,62
2023-04-25T00:00:00,0,0,60
2023-04-26T00:00:00,0,0,60
2023-04-27T00:00:00,0,0,57
2023-04-28T00:00:00,0.33,0,56
2023-04-29T00:00:00,2.46,0,53
2023-04-30T00:00:00,2.32,0,60
2023-05-01T00:00:00,0.09,0,61
2023-05-02T00:00:00,0.25,0,56
2023-05-03T00:00:00,0,0,57
2023-05-04T00:00:00,0.05,0,55
2023-05-05T00:00:00,0,0,66
2023-05-06T00:00:00,0,0,73
2023-05-07T00:00:00,0.02,0,78
2023-05-08T00:00:00,0,0,77
2023-05-09T00:00:00,0,0,71
2023-05-10T00:00:00,0,0,73
2023-05-11T00:00:00,0,0,80
2023-05-12T00:00:00,0,0,87
2023-05-13T00:00:00,0,0,82
2023-05-14T00:00:00,0,0,74
2023-05-15T00:00:00,0,0,74
2023-05-16T00:00:00,0,0,79
2023-05-17T00:00:00,0,0,69
2023-05-18T00:00:00,0,0,61
2023-05-19T00:00:00,0,0,70
2023-05-20T00:00:00,0.77,0,65
2023-05-21T00:00:00,0.02,0,70
2023-05-22T00:00:00,0,0,75
2023-05-23T00:00:00,0,0,70
2023-05-24T00:00:00,0.08,0,77
2023-05-25T00:00:00,0,0,68
2023-05-26T00:00:00,0,0,72
2023-05-27T00:00:00,0,0,78
2023-05-28T00:00:00,0,0,79
2023-05-29T00:00:00,0,0,79
2023-05-30T00:00:00,0,0,72
2023-05-31T00:00:00,0,0,77
2023-06-01T00:00:00,0,0,87
2023-06-02T00:00:00,0.24,0,91
2023-06-03T00:00:00,0,0,69
2023-06-04T00:00:00,0,0,69
2023-06-05T00:00:00,0,0,76
2023-06-06T00:00:00,0,0,79
2023-06-07T00:00:00,0,0,69
2023-06-08T00:00:00,0,0,72
2023-06-09T00:00:00,0,0,72
2023-06-10T00:00:00,0,0,78
2023-06-11T00:00:00,0.01,0,82
2023-06-12T00:00:00,0.3,0,78
2023-06-13T00:00:00,0,0,78
2023-06-14T00:00:00,0.14,0,76
2023-06-15T00:00:00,0,0,77
2023-06-16T00:00:00,0.23,0,79
2023-06-17T00:00:00,0,0,77
2023-06-18T00:00:00,0,0,80
2023-06-19T00:00:00,0,0,81
2023-06-20T00:00:00,0,0,78
2023-06-21T00:00:00,0,0,73
2023-06-22T00:00:00,0,0,72
2023-06-23T00:00:00,0.04,0,71
2023-06-24T00:00:00,0.07,0,78
2023-06-25T00:00:00,0,0,85
2023-06-26T00:00:00,0.51,0,78
2023-06-27T00:00:00,0.08,0,79
2023-06-28T00:00:00,0,0,82
2023-06-29T00:00:00,0,0,82
2023-06-30T00:00:00,0,0,84
2023-07-01T00:00:00,0,0,82
2023-07-02T00:00:00,0.58,0,88
2023-07-03T00:00:00,0.45,0,89
2023-07-04T00:00:00,0.63,0,83
2023-07-05T00:00:00,0,0,93
2023-07-06T00:00:00,0,0,90
2023-07-07T00:00:00,0,0,87
2023-07-08T00:00:00,0,0,88
2023-07-09T00:00:00,0.98,0,82
2023-07-10T00:00:00,0,0,84
2023-07-11T00:00:00,0,0,89
2023-07-12T00:00:00,0,0,91
2023-07-13T00:00:00,0,0,88
2023-07-14T00:00:00,0.48,0,84
2023-07-15T00:00:00,0.04,0,88
2023-07-16T00:00:00,1.32,0,78
2023-07-17T00:00:00,0,0,88
2023-07-18T00:00:00,0.22,0,84
2023-07-19T00:00:00,0,0,80
2023-07-20T00:00:00,0,0,88
2023-07-21T00:00:00,0.15,0,84
2023-07-22T00:00:00,0,0,85
2023-07-23T00:00:00,0,0,88
2023-07-24T00:00:00,0,0,85
2023-07-25T00:00:00,0.28,0,86
2023-07-26T00:00:00,0,0,87
2023-07-27T00:00:00,0.15,0,92
2023-07-28T00:00:00,0,0,92
2023-07-29T00:00:00,0.06,0,89
2023-07-30T00:00:00,0,0,80
2023-07-31T00:00:00,0,0,85
2023-08-01T00:00:00,0,0,82
2023-08-02T00:00:00,0,0,81
2023-08-03T00:00:00,0,0,80
2023-08-04T00:00:00,0,0,77
2023-08-05T00:00:00,0,0,87
2023-08-06T00:00:00,0,0,87
2023-08-07T00:00:00,1.12,0,81
2023-08-08T00:00:00,0.01,0,80
2023-08-09T00:00:00,0,0,86
2023-08-10T00:00:00,0.48,0,81
2023-08-11T00:00:00,0,0,85
2023-08-12T00:00:00,0,0,85
2023-08-13T00:00:00,0.69,0,88
2023-08-14T00:00:00,0.02,0,87
2023-08-15T00:00:00,0.77,0,80
2023-08-16T00:00:00,1.33,0,82
2023-08-17T00:00:00,0,0,79
2023-08-18T00:00:00,0.77,0,80
2023-08-19T00:00:00,0,0,78
2023-08-20T00:00:00,0,0,85
2023-08-21T00:00:00,0,0,88
2023-08-22T00:00:00,0,0,79
2023-08-23T00:00:00,0,0,80
2023-08-24T00:00:00,0.14,0,73
2023-08-25T00:00:00,0.44,0,78
2023-08-26T00:00:00,0.52,0,84
2023-08-27T00:00:00,0,0,84
2023-08-28T00:00:00,0,0,76
2023-08-29T00:00:00,0,0,80
2023-08-30T00:00:00,0.27,0,83
2023-08-31T00:00:00,0,0,77
2023-09-01T00:00:00,0,0,76
2023-09-02T00:00:00,0,0,79
2023-09-03T00:00:00,0,0,88
2023-09-04T00:00:00,0,0,89
2023-09-05T00:00:00,0,0,92
2023-09-06T00:00:00,0,0,93
2023-09-07T00:00:00,0,0,93
2023-09-08T00:00:00,0.1,0,90
2023-09-09T00:00:00,0.02,0,84
2023-09-10T00:00:00,1.8,0,77
2023-09-11T00:00:00,1.66,0,82
2023-09-12T00:00:00,0,0,82
2023-09-13T00:00:00,0.22,0,79
2023-09-14T00:00:00,0,0,77
2023-09-15T00:00:00,0,0,69
2023-09-16T00:00:00,0,0,75
2023-09-17T00:00:00,0.21,0,77
2023-09-18T00:00:00,1.34,0,68
2023-09-19T00:00:00,0,0,72
2023-09-20T00:00:00,0,0,74
2023-09-21T00:00:00,0,0,71
2023-09-22T00:00:00,0,0,71
2023-09-23T00:00:00,0.96,0,63
2023-09-24T00:00:00,1.25,0,66
2023-09-25T00:00:00,0.59,0,66
2023-09-26T00:00:00,0.2,0,60
2023-09-27T00:00:00,0,0,64
2023-09-28T00:00:00,0.38,0,65
2023-09-29T00:00:00,5.48,0,63
2023-09-30T00:00:00,0.04,0,66
2023-10-01T00:00:00,0,0,76
2023-10-02T00:00:00,0,0,77
2023-10-03T00:00:00,0,0,80
2023-10-04T00:00:00,0,0,83
2023-10-05T00:00:00,0,0,77
2023-10-06T00:00:00,0.14,0,71
2023-10-07T00:00:00,0.35,0,69
2023-10-08T00:00:00,0,0,59
2023-10-09T00:00:00,0,0,60
2023-10-10T00:00:00,0.02,0,63
2023-10-11T00:00:00,0,0,69
2023-10-12T00:00:00,0,0,69
2023-10-13T00:00:00,0,0,63
2023-10-14T00:00:00,0.81,0,56
2023-10-15T00:00:00,0.01,0,60
2023-10-16T00:00:00,0,0,63
2023-10-17T00:00:00,0,0,61
2023-10-18T00:00:00,0,0,63
2023-10-19T00:00:00,0,0,64
2023-10-20T00:00:00,0.84,0,63
2023-10-21T00:00:00,0.67,0,63
2023-10-22T00:00:00,0,0,57
2023-10-23T00:00:00,0,0,60
2023-10-24T00:00:00,0,0,65
2023-10-25T00:00:00,0,0,72
2023-10-26T00:00:00,0,0,77
2023-10-27T00:00:00,0,0,74
2023-10-28T00:00:00,0,0,80
2023-10-29T00:00:00,0.47,0,63
2023-10-30T00:00:00,0.59,0,60
2023-10-31T00:00:00,0,0,51
2023-11-01T00:00:00,0.01,0,49
2023-11-02T00:00:00,0,0,48
2023-11-03T00:00:00,0,0,55
2023-11-04T00:00:00,0,0,61
2023-11-05T00:00:00,0,0,65
2023-11-06T00:00:00,0,0,56
2023-11-07T00:00:00,0.06,0,64
2023-11-08T00:00:00,0,0,54
2023-11-09T00:00:00,0,0,57
